filepath,emotion
/Users/priyanshuparashar/speech/dataset/CREMA-D/1043_TAI_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_12/03-01-02-01-01-02-12.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1004_IWW_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_name_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1090_ITS_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1016_WSI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_15/03-01-06-02-02-02-15.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1061_WSI_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1002_IEO_HAP_HI.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/YAF_happy/YAF_road_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1036_IEO_FEA_HI.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_22/03-01-02-02-01-02-22.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1080_ITH_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1048_TIE_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-01-13.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1020_IEO_DIS_LO.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_18/03-01-02-02-01-01-18.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_04/03-01-05-02-01-01-04.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_read_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/YAF_disgust/YAF_shack_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1077_IWL_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1059_TSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1009_TSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_dip_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_19/03-01-02-01-01-01-19.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Sad/OAF_five_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1038_TIE_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_02/03-01-08-01-02-01-02.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1004_IEO_FEA_MD.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_15/03-01-02-02-02-01-15.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1088_TAI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1090_IEO_ANG_MD.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_sad/YAF_food_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1037_TAI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1067_ITS_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1031_ITS_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_young_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/YAF_neutral/YAF_walk_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_05/03-01-08-01-01-01-05.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_09/03-01-08-01-01-02-09.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_11/03-01-02-02-02-02-11.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_shirt_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_12/03-01-07-01-01-01-12.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_22/03-01-05-01-01-01-22.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1055_TAI_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_01/03-01-04-02-02-01-01.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1001_MTI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_22/03-01-02-02-01-01-22.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Sad/OAF_bought_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1008_IEO_DIS_MD.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1081_MTI_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_15/03-01-07-02-01-01-15.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/YAF_sad/YAF_bite_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_08/03-01-08-01-02-02-08.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1083_IEO_DIS_LO.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-07-02-02-02-14.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-02-09.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1039_IWW_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_03/03-01-02-02-02-02-03.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/OAF_neutral/OAF_home_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_tape_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/YAF_sad/YAF_live_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1062_TIE_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1019_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1051_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1059_TSI_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_ITS_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_12/03-01-02-01-02-02-12.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1034_DFA_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1062_ITS_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1066_DFA_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1013_IEO_SAD_MD.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1076_IEO_ANG_HI.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/YAF_sad/YAF_thin_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1018_IOM_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1007_ITH_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_24/03-01-02-02-02-02-24.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1023_MTI_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1014_IOM_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1059_IWW_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_18/03-01-02-01-02-01-18.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1015_IEO_FEA_MD.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1006_TAI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_20/03-01-02-02-01-02-20.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_23/03-01-04-01-01-01-23.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1030_IOM_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1089_IEO_DIS_LO.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1076_IEO_HAP_LO.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_time_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1029_ITS_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_22/03-01-02-02-02-02-22.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1066_WSI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1060_IWL_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1057_WSI_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/TESS/YAF_sad/YAF_numb_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/TESS/OAF_neutral/OAF_long_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1060_DFA_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_16/03-01-08-01-02-02-16.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1080_ITS_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-02-13.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1069_ITS_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/YAF_happy/YAF_seize_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_match_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1068_TIE_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1025_TAI_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_06/03-01-08-02-01-01-06.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1060_IEO_SAD_HI.wav,sad
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Fear/OAF_sail_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1017_ITH_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_11/03-01-05-02-01-02-11.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_DFA_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1076_TAI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1090_ITH_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_tool_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/YAF_neutral/YAF_pick_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_13/03-01-03-02-02-01-13.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1016_ITS_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1066_DFA_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/YAF_disgust/YAF_team_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_22/03-01-08-01-01-01-22.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_neutral/OAF_lean_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-02-24.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1087_TAI_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1017_DFA_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1048_IEO_DIS_MD.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_11/03-01-02-01-02-02-11.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1049_IWL_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_red_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_15/03-01-06-01-02-01-15.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1040_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/YAF_sad/YAF_mood_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_06/03-01-07-01-02-02-06.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1062_ITS_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1021_IWL_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_03/03-01-08-01-02-01-03.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1068_IWL_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_13/03-01-08-02-01-02-13.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_jar_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_dodge_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1057_IWL_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_17/03-01-06-02-02-02-17.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1053_IOM_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Sad/OAF_gap_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1053_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1008_DFA_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-03-01-01-01-14.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_24/03-01-05-02-02-01-24.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1035_IOM_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1007_IEO_ANG_HI.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_09/03-01-03-01-01-02-09.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_20/03-01-02-01-02-01-20.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1018_ITS_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1073_IWL_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1008_TSI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1049_TIE_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_disgust/OAF_tell_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1054_IOM_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1043_MTI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1019_ITS_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_lose_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_18/03-01-04-01-01-02-18.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1064_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1063_ITH_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1046_DFA_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1004_TSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1017_IWW_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1004_ITH_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1082_TSI_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1056_IWW_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_19/03-01-02-02-01-01-19.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1036_IEO_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_11/03-01-08-01-02-01-11.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_22/03-01-08-01-01-01-22.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1085_ITS_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/YAF_disgust/YAF_rough_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_20/03-01-05-01-01-01-20.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-02-04.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Sad/OAF_week_sad.wav,sad
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_raise_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1070_DFA_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1021_IEO_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1037_ITS_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1051_TIE_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/OAF_disgust/OAF_such_disgust.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_raid_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_24/03-01-08-02-01-02-24.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_tire_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1049_DFA_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_07/03-01-08-02-02-02-07.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1011_MTI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1071_IEO_FEA_HI.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1030_TIE_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_20/03-01-05-01-01-02-20.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1075_TIE_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1061_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_cause_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1016_IWL_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1034_MTI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_24/03-01-02-02-02-01-24.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1084_WSI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/OAF_neutral/OAF_such_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_23/03-01-08-01-02-01-23.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-02-02-02-03.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_04/03-01-08-01-01-01-04.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1041_ITS_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_rush_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Fear/OAF_base_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/TESS/OAF_happy/OAF_came_happy.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-08-02-01-02-03.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_10/03-01-02-02-01-01-10.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1019_ITS_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_20/03-01-02-01-01-01-20.wav,calm
/Users/priyanshuparashar/speech/dataset/TESS/YAF_neutral/YAF_fit_neutral.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_05/03-01-03-02-01-02-05.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1079_IWW_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1027_IEO_DIS_LO.wav,disgust
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_chat_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/TESS/YAF_fear/YAF_nag_fear.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1029_ITS_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_21/03-01-02-02-02-01-21.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_07/03-01-08-01-02-01-07.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-01-11.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1065_TAI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1018_WSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1087_IEO_FEA_HI.wav,fear
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_16/03-01-07-01-02-01-16.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1067_IEO_HAP_LO.wav,happy
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-05-01-02-01-03.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1028_IWL_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_24/03-01-02-01-01-02-24.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1051_TSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1050_IEO_HAP_MD.wav,happy
/Users/priyanshuparashar/speech/dataset/CREMA-D/1022_IOM_HAP_XX.wav,happy
/Users/priyanshuparashar/speech/dataset/TESS/OAF_Pleasant_surprise/OAF_kite_ps.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_11/03-01-05-02-01-01-11.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1016_DFA_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1032_IWW_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_21/03-01-05-01-01-02-21.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1053_TAI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1062_IEO_ANG_LO.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1032_IEO_SAD_MD.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1066_IWW_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1082_TSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1076_ITH_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1074_TAI_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_14/03-01-02-01-02-01-14.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1001_TIE_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1046_TSI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-02-03.wav,calm
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_22/03-01-05-01-01-01-22.wav,angry
/Users/priyanshuparashar/speech/dataset/RAVDESS/Actor_24/03-01-02-01-02-02-24.wav,calm
/Users/priyanshuparashar/speech/dataset/CREMA-D/1017_TAI_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1076_IOM_FEA_XX.wav,fear
/Users/priyanshuparashar/speech/dataset/CREMA-D/1062_TAI_ANG_XX.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1006_MTI_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav,surprise
/Users/priyanshuparashar/speech/dataset/RAVDESS/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-02-09.wav,surprise
/Users/priyanshuparashar/speech/dataset/CREMA-D/1022_IOM_DIS_XX.wav,disgust
/Users/priyanshuparashar/speech/dataset/CREMA-D/1016_IEO_NEU_XX.wav,neutral
/Users/priyanshuparashar/speech/dataset/CREMA-D/1033_IEO_ANG_MD.wav,angry
/Users/priyanshuparashar/speech/dataset/CREMA-D/1004_ITS_SAD_XX.wav,sad
/Users/priyanshuparashar/speech/dataset/CREMA-D/1013_IEO_FEA_HI.wav,fear
